time,TC,RH,CO2,RS 
10/03/2020 23:19,16.8,46,540,37
10/03/2020 23:22,17.2,45,540,37
10/03/2020 23:25,17.2,45,540,37
10/03/2020 23:25,17.2,45,540,37
10/03/2020 23:27,17.2,45,540,37
10/03/2020 23:30,17.2,45,540,37
10/03/2020 23:32,17.4,45,540,37
10/03/2020 23:33,17.4,45,543,37
10/03/2020 23:35,17.4,45,543,37
10/03/2020 23:37,17.4,45,543,37
10/03/2020 23:40,17.6,44,543,37
10/03/2020 23:40,17.6,44,541,37
10/03/2020 23:42,17.6,44,541,37
10/03/2020 23:44,17.6,44,541,37
10/03/2020 23:48,14.5,44,541,37
10/03/2020 23:48,14.5,44,538,37
10/03/2020 23:52,14.5,44,538,37
10/03/2020 23:55,15.7,49,538,37
10/03/2020 23:55,15.7,49,542,37
10/03/2020 23:58,15.7,49,542,37
11/03/2020 0:02,16.6,46,542,37
11/03/2020 0:02,16.6,46,547,37
11/03/2020 0:05,16.6,46,547,37
11/03/2020 0:07,17,45,547,37
11/03/2020 0:07,17,45,548,37
11/03/2020 0:10,17,45,548,37
11/03/2020 0:13,17.3,44,548,37
11/03/2020 0:13,17.3,44,550,37
11/03/2020 0:15,17.3,44,550,37
11/03/2020 0:18,17.4,44,550,37
11/03/2020 0:18,17.4,44,548,37
11/03/2020 0:20,17.4,44,548,37
11/03/2020 0:22,17.4,44,548,37
11/03/2020 0:25,17.4,44,548,37
11/03/2020 0:25,17.4,44,550,37
11/03/2020 0:28,17.4,44,550,37
11/03/2020 0:30,17.5,44,550,37
11/03/2020 0:30,17.5,44,558,37
11/03/2020 0:33,17.5,44,558,37
11/03/2020 0:35,17.5,44,558,37
11/03/2020 0:37,17.6,43,558,37
11/03/2020 0:38,17.6,43,557,37
11/03/2020 0:41,17.6,43,557,37
11/03/2020 0:44,14.7,51,557,37
11/03/2020 0:47,14.7,51,0,37
11/03/2020 0:50,18.2,46,0,37
11/03/2020 0:53,18.2,46,0,37
11/03/2020 0:53,18.2,46,562,37
11/03/2020 0:57,14.2,46,562,37
11/03/2020 1:00,14.2,46,562,37
11/03/2020 1:01,14.2,46,566,37
11/03/2020 1:04,17.9,46,566,37
11/03/2020 1:08,17.9,46,566,37
11/03/2020 1:08,17.9,46,566,37
11/03/2020 1:11,14.3,46,566,37
11/03/2020 1:15,14.3,46,566,37
11/03/2020 1:15,14.3,46,571,37
11/03/2020 1:19,18.1,46,571,37
11/03/2020 1:22,18.1,46,571,37
11/03/2020 1:22,18.1,46,574,37
11/03/2020 1:27,14.3,48,574,37
11/03/2020 1:30,14.3,48,574,37
11/03/2020 1:30,14.3,48,582,37
11/03/2020 1:35,16,49,582,37
11/03/2020 1:38,16,49,582,37
11/03/2020 1:38,16,49,577,37
11/03/2020 1:42,16.8,47,577,37
11/03/2020 1:45,16.8,47,577,37
11/03/2020 1:45,16.8,47,580,37
11/03/2020 1:48,17.1,46,580,37
11/03/2020 1:50,17.1,46,580,37
11/03/2020 1:53,17.1,46,580,37
11/03/2020 1:53,17.1,46,581,37
11/03/2020 1:55,17.4,45,581,37
11/03/2020 1:57,17.4,45,581,37
11/03/2020 1:59,17.4,45,581,37
11/03/2020 1:59,17.4,45,581,37
11/03/2020 2:02,17.4,45,581,37
11/03/2020 2:04,17.4,45,581,37
11/03/2020 2:06,17.4,45,581,37
11/03/2020 2:06,17.4,45,582,37
11/03/2020 2:08,17.4,45,582,37
11/03/2020 2:10,17.4,45,582,37
11/03/2020 2:12,17.4,45,582,37
11/03/2020 2:13,17.4,45,581,37
11/03/2020 2:15,17.4,44,581,37
11/03/2020 2:18,17.4,44,581,37
11/03/2020 2:18,17.4,44,585,37
11/03/2020 2:20,17.4,44,585,37
11/03/2020 2:22,17.4,43,585,37
11/03/2020 2:26,17.4,43,585,37
11/03/2020 2:26,17.4,43,577,37
11/03/2020 2:29,15.1,51,577,37
11/03/2020 2:32,15.1,51,577,37
11/03/2020 2:32,15.1,51,585,37
11/03/2020 2:36,18.3,43,585,37
11/03/2020 2:39,18.3,43,585,37
11/03/2020 2:39,18.3,43,582,37
11/03/2020 2:43,14.7,50,582,37
11/03/2020 2:46,14.7,50,582,37
11/03/2020 2:47,14.7,50,581,37
11/03/2020 2:50,17.9,43,581,37
11/03/2020 2:53,17.9,43,581,37
11/03/2020 2:53,17.9,43,583,37
11/03/2020 2:57,14.9,52,583,37
11/03/2020 3:00,14.9,52,583,37
11/03/2020 3:00,14.9,52,587,37
11/03/2020 3:03,18.3,44,587,37
11/03/2020 3:06,18.3,44,587,37
11/03/2020 3:07,18.3,44,577,37
11/03/2020 3:10,14.5,49,577,37
11/03/2020 3:14,14.5,49,577,37
11/03/2020 3:14,14.5,49,582,37
11/03/2020 3:18,18.3,43,582,37
11/03/2020 3:21,18.3,43,582,37
11/03/2020 3:22,18.3,43,579,37
11/03/2020 3:25,14.4,50,579,37
11/03/2020 3:28,14.4,50,0,37
11/03/2020 3:35,16.4,48,0,37
11/03/2020 3:35,16.4,48,583,37
11/03/2020 3:39,16.4,48,583,37
11/03/2020 3:42,16.4,48,583,37
11/03/2020 3:45,17.1,45,583,37
11/03/2020 3:48,17.1,45,583,37
11/03/2020 3:48,17.1,45,586,37
11/03/2020 3:50,17.2,45,586,37
11/03/2020 3:53,17.2,45,586,37
11/03/2020 3:55,17.2,45,586,37
11/03/2020 3:55,17.2,45,581,37
11/03/2020 3:57,17.2,45,581,37
11/03/2020 3:59,17.2,45,581,37
11/03/2020 4:02,17.3,45,581,37
11/03/2020 4:02,17.3,45,579,37
11/03/2020 4:05,17.3,45,579,37
11/03/2020 4:07,17.3,45,579,37
11/03/2020 4:09,17.3,45,579,37
11/03/2020 4:12,17.3,45,579,37
11/03/2020 4:12,17.3,45,576,37
11/03/2020 4:15,17.4,46,576,37
11/03/2020 4:17,17.4,46,576,37
11/03/2020 4:17,17.4,46,581,37
11/03/2020 4:19,17.4,46,581,37
11/03/2020 4:22,17.4,52,581,37
11/03/2020 4:24,17.4,52,581,37
11/03/2020 4:24,17.4,52,578,37
11/03/2020 4:26,17.4,52,578,37
11/03/2020 4:28,17.4,54,578,37
11/03/2020 4:30,17.4,54,578,37
11/03/2020 4:33,17.4,54,578,37
11/03/2020 4:33,17.4,54,581,37
11/03/2020 4:35,17.6,56,581,37
11/03/2020 4:37,17.6,56,581,37
11/03/2020 4:40,17.2,54,581,37
11/03/2020 4:40,17.2,54,582,37
11/03/2020 4:44,17.2,54,582,37
11/03/2020 4:47,15.2,64,582,37
11/03/2020 4:47,15.2,64,582,37
11/03/2020 4:52,15.2,64,582,37
11/03/2020 4:55,17.7,56,582,37
11/03/2020 4:55,17.7,56,585,37
11/03/2020 4:58,17.7,56,585,37
11/03/2020 5:01,14.5,60,585,37
11/03/2020 5:01,14.5,60,587,37
11/03/2020 5:04,14.5,60,587,37
11/03/2020 5:09,16.1,67,587,37
11/03/2020 5:09,16.1,67,587,37
11/03/2020 5:12,16.1,67,587,37
11/03/2020 5:15,16.8,64,587,37
11/03/2020 5:15,16.8,64,587,37
11/03/2020 5:17,16.8,64,587,37
11/03/2020 5:19,16.8,64,587,37
11/03/2020 5:22,17.2,61,587,37
11/03/2020 5:25,17.2,61,587,37
11/03/2020 5:25,17.2,61,587,37
11/03/2020 5:27,17.3,60,587,37
11/03/2020 5:29,17.3,60,587,37
11/03/2020 5:32,17.3,60,587,37
11/03/2020 5:32,17.3,60,587,37
11/03/2020 5:35,17.4,59,587,37
11/03/2020 5:37,17.4,59,587,37
11/03/2020 5:37,17.4,59,587,37
11/03/2020 5:39,17.4,59,587,37
11/03/2020 5:42,17.3,59,587,37
11/03/2020 5:44,17.3,59,587,37
11/03/2020 5:44,17.3,59,586,37
11/03/2020 5:47,17.3,59,586,37
11/03/2020 5:50,17.3,59,586,37
11/03/2020 5:50,17.3,59,586,37
11/03/2020 5:52,17.3,59,586,37
11/03/2020 5:55,17.4,58,586,37
11/03/2020 5:56,17.4,58,586,37
11/03/2020 5:57,17.4,58,577,37
11/03/2020 5:58,17.4,58,577,37
11/03/2020 6:00,17.6,58,577,37
11/03/2020 6:02,17.6,58,0,37
11/03/2020 6:04,17.6,58,0,37
11/03/2020 6:08,14.6,53,0,41
11/03/2020 6:09,14.6,53,582,41
11/03/2020 6:12,14.6,53,582,41
11/03/2020 6:16,17.2,63,582,47
11/03/2020 6:16,17.2,63,586,47
11/03/2020 6:20,17.2,63,586,47
11/03/2020 6:23,15.3,54,586,66
11/03/2020 6:23,15.3,54,581,66
11/03/2020 6:27,15.3,54,581,66
11/03/2020 6:31,15.9,66,581,87
11/03/2020 6:31,15.9,66,583,87
11/03/2020 6:34,15.9,66,583,87
11/03/2020 6:38,17.3,62,583,87
11/03/2020 6:38,17.3,62,580,87
11/03/2020 6:40,17.3,62,580,87
11/03/2020 6:42,17.3,62,580,87
11/03/2020 6:45,17.7,58,580,93
11/03/2020 6:45,17.7,58,576,93
11/03/2020 6:52,14.8,58,576,102
11/03/2020 6:52,14.8,58,572,102
11/03/2020 6:56,14.8,58,572,102
11/03/2020 6:59,17.3,62,572,125
11/03/2020 6:59,17.3,62,569,125
11/03/2020 7:05,19.8,53,569,152
11/03/2020 7:05,19.8,53,568,152
11/03/2020 7:10,19.8,53,568,152
11/03/2020 7:15,24.4,34,568,181
11/03/2020 7:19,24.4,34,568,181
11/03/2020 7:19,24.4,34,543,181
11/03/2020 7:23,20.4,62,543,194
11/03/2020 7:27,20.4,62,543,194
11/03/2020 7:27,20.4,62,538,194
11/03/2020 7:30,26.2,45,538,229
11/03/2020 7:34,26.2,45,538,229
11/03/2020 7:34,26.2,45,531,229
11/03/2020 7:38,19.8,54,531,252
11/03/2020 7:41,19.8,54,531,252
11/03/2020 7:41,19.8,54,530,252
11/03/2020 7:45,25.4,56,530,276
11/03/2020 7:48,25.4,56,530,276
11/03/2020 7:48,25.4,56,522,276
11/03/2020 7:52,21.2,51,522,295
11/03/2020 7:56,21.2,51,522,295
11/03/2020 7:56,21.2,51,515,295
11/03/2020 8:00,23.4,59,515,331
11/03/2020 8:04,23.4,59,515,331
11/03/2020 8:04,23.4,59,504,331
11/03/2020 8:09,23.8,47,504,361
11/03/2020 8:13,23.8,47,504,361
11/03/2020 8:13,23.8,47,500,361
11/03/2020 8:17,23.1,57,500,374
11/03/2020 8:20,23.1,57,500,374
11/03/2020 8:20,23.1,57,500,374
11/03/2020 8:24,24.1,47,500,299
11/03/2020 8:28,24.1,47,500,299
11/03/2020 8:28,24.1,47,487,299
11/03/2020 8:32,23,56,487,388
11/03/2020 8:36,23,56,487,388
11/03/2020 8:36,23,56,486,388
11/03/2020 8:40,22.8,45,486,401
11/03/2020 8:44,22.8,45,486,401
11/03/2020 8:44,22.8,45,468,401
11/03/2020 8:49,24.6,54,468,423
11/03/2020 8:53,24.6,54,468,423
11/03/2020 8:53,24.6,54,463,423
11/03/2020 8:57,22.1,44,463,445
11/03/2020 9:01,22.1,44,463,445
11/03/2020 9:01,22.1,44,458,445
11/03/2020 9:06,25.5,51,458,455
11/03/2020 9:10,25.5,51,458,455
11/03/2020 9:10,25.5,51,454,455
11/03/2020 9:14,22.4,46,454,465
11/03/2020 9:17,22.4,46,454,465
11/03/2020 9:17,22.4,46,450,465
11/03/2020 9:20,24.7,50,450,491
11/03/2020 9:24,24.7,50,450,491
11/03/2020 9:24,24.7,50,440,491
11/03/2020 9:28,23.2,51,440,304
11/03/2020 9:32,23.2,51,440,304
11/03/2020 9:32,23.2,51,438,304
11/03/2020 9:36,23,47,438,396
11/03/2020 9:40,23,47,0,396
11/03/2020 9:45,25.4,53,0,261
11/03/2020 9:49,25.4,53,0,261
11/03/2020 9:49,25.4,53,426,261
11/03/2020 9:52,22.5,45,426,492
11/03/2020 9:55,22.5,45,426,492
11/03/2020 9:55,22.5,45,429,492
11/03/2020 9:59,24.5,47,429,531
11/03/2020 10:03,24.5,47,429,531
11/03/2020 10:03,24.5,47,417,531
11/03/2020 10:07,23.2,45,417,509
11/03/2020 10:11,23.2,45,417,509
11/03/2020 10:11,23.2,45,408,509
11/03/2020 10:15,23.3,46,408,486
11/03/2020 10:19,23.3,46,408,486
11/03/2020 10:19,23.3,46,408,486
11/03/2020 10:24,24.9,50,408,454
11/03/2020 10:28,24.9,50,408,454
11/03/2020 10:28,24.9,50,402,454
11/03/2020 10:33,23.2,39,402,427
11/03/2020 10:37,23.2,39,402,427
11/03/2020 10:37,23.2,39,400,427
11/03/2020 10:40,25.1,49,400,421
11/03/2020 10:44,25.1,49,400,421
11/03/2020 10:44,25.1,49,399,421
11/03/2020 10:47,23.2,41,399,397
11/03/2020 10:50,23.2,41,399,397
11/03/2020 10:50,23.2,41,400,397
11/03/2020 10:53,24.7,48,400,387
11/03/2020 10:57,24.7,48,400,387
11/03/2020 11:01,23.6,41,400,382
11/03/2020 11:01,23.6,41,395,382
11/03/2020 11:05,23.6,41,395,382
11/03/2020 11:09,24.4,48,395,466
11/03/2020 11:09,24.4,48,408,466
11/03/2020 11:13,24.4,48,408,466
11/03/2020 11:17,23.4,41,408,308
11/03/2020 11:17,23.4,41,405,308
11/03/2020 11:21,23.4,41,405,308
11/03/2020 11:25,25.2,54,405,577
11/03/2020 11:25,25.2,54,404,577
11/03/2020 11:30,25.2,54,404,577
11/03/2020 11:32,24.7,41,404,626
11/03/2020 11:32,24.7,41,400,626
11/03/2020 11:36,24.7,41,400,626
11/03/2020 11:51,25.2,42,400,660
11/03/2020 11:51,25.2,42,428,660
11/03/2020 11:56,25.2,42,428,660
11/03/2020 12:00,23.4,36,428,735
11/03/2020 12:00,23.4,36,421,735
11/03/2020 12:02,23.4,36,421,735
11/03/2020 12:03,23.4,36,421,735
11/03/2020 12:05,23,35,421,755
11/03/2020 12:05,23,35,418,755
11/03/2020 12:07,23,35,418,755
11/03/2020 12:08,23,35,418,755
11/03/2020 12:10,23,35,418,755
11/03/2020 12:12,22.9,34,418,771
11/03/2020 12:12,22.9,34,421,771
11/03/2020 12:13,22.9,34,421,771
11/03/2020 12:15,22.9,34,421,771
11/03/2020 12:16,22.9,34,421,771
11/03/2020 12:17,23.1,33,421,762
11/03/2020 12:18,23.1,33,417,762
11/03/2020 12:19,23.1,33,417,762
11/03/2020 12:21,23.1,33,417,762
11/03/2020 12:22,23.1,33,417,762
11/03/2020 12:24,23.4,33,417,762
11/03/2020 12:24,23.4,33,413,762
11/03/2020 12:25,23.4,33,413,762
11/03/2020 12:27,23.4,33,413,762
11/03/2020 12:29,23.4,33,413,762
11/03/2020 12:30,24,33,413,762
11/03/2020 12:30,24,33,405,762
11/03/2020 12:32,24,33,405,762
11/03/2020 12:33,24,33,405,762
11/03/2020 12:35,24,33,405,762
11/03/2020 12:37,24.4,32,405,765
11/03/2020 12:37,24.4,32,402,765
11/03/2020 12:38,24.4,32,402,765
11/03/2020 12:40,24.4,32,402,765
11/03/2020 12:41,24.4,32,402,765
11/03/2020 12:43,25,32,402,766
11/03/2020 12:43,25,32,401,766
11/03/2020 12:44,25,32,401,766
11/03/2020 12:46,25,32,401,766
11/03/2020 12:48,25,32,401,766
11/03/2020 12:49,25.7,32,401,762
11/03/2020 12:49,25.7,32,399,762
11/03/2020 12:51,25.7,32,399,762
11/03/2020 12:52,25.7,32,399,762
11/03/2020 12:54,25.7,32,399,762
11/03/2020 12:55,26.8,31,399,755
11/03/2020 12:56,26.8,31,395,755
11/03/2020 12:57,26.8,31,395,755
11/03/2020 12:59,26.8,31,395,755
11/03/2020 13:00,26.8,31,395,755
11/03/2020 13:02,27.4,32,395,762
11/03/2020 13:02,27.4,32,393,762
11/03/2020 13:03,27.4,32,393,762
11/03/2020 13:05,27.4,32,393,762
11/03/2020 13:06,27.4,32,393,762
11/03/2020 13:08,28.4,31,393,749
11/03/2020 13:08,28.4,31,379,749
11/03/2020 13:09,28.4,31,379,749
11/03/2020 13:11,28.4,31,379,749
11/03/2020 13:12,28.4,31,379,749
11/03/2020 13:14,29.1,32,379,738
11/03/2020 13:14,29.1,32,387,738
11/03/2020 13:16,29.1,32,387,738
11/03/2020 13:17,29.1,32,387,738
11/03/2020 13:19,29.1,32,387,738
11/03/2020 13:20,29.6,32,387,726
11/03/2020 13:21,29.6,32,401,726
11/03/2020 13:22,29.6,32,401,726
11/03/2020 13:24,29.6,32,401,726
11/03/2020 13:27,30.6,31,401,686
11/03/2020 13:28,30.6,31,401,686
11/03/2020 13:30,30.6,31,401,686
11/03/2020 13:30,30.6,31,399,686
11/03/2020 13:31,30.6,31,399,686
11/03/2020 13:33,30.1,32,399,587
11/03/2020 13:35,30.1,32,399,587
11/03/2020 13:35,30.1,32,395,587
11/03/2020 13:37,30.1,32,395,587
11/03/2020 13:38,30.1,32,395,587
11/03/2020 13:40,29.9,34,395,431
11/03/2020 13:42,29.9,34,395,431
11/03/2020 13:42,29.9,34,387,431
11/03/2020 13:44,29.9,34,387,431
11/03/2020 13:45,29.9,34,387,431
11/03/2020 13:46,27.3,35,387,343
11/03/2020 13:48,27.3,35,387,343
11/03/2020 13:48,27.3,35,388,343
11/03/2020 13:50,27.3,35,388,343
11/03/2020 13:52,25.8,36,388,267
11/03/2020 13:54,25.8,36,388,267
11/03/2020 13:54,25.8,36,388,267
11/03/2020 13:56,25.8,36,388,267
11/03/2020 13:58,25.1,36,388,460
11/03/2020 14:00,25.1,36,388,460
11/03/2020 14:00,25.1,36,391,460
11/03/2020 14:13,25.8,35,391,520
11/03/2020 14:13,25.8,35,391,520
11/03/2020 14:16,25.8,35,391,520
11/03/2020 14:18,25.8,35,391,520
11/03/2020 14:19,25.6,35,391,571
11/03/2020 14:19,25.6,35,391,571
11/03/2020 14:21,25.6,35,391,571
11/03/2020 14:22,25.6,35,391,571
11/03/2020 14:24,25.6,35,391,571
11/03/2020 14:25,26.1,33,391,612
11/03/2020 14:25,26.1,33,387,612
11/03/2020 14:27,26.1,33,387,612
11/03/2020 14:29,26.1,33,387,612
11/03/2020 14:31,26.4,32,387,357
11/03/2020 14:31,26.4,32,386,357
11/03/2020 14:33,26.4,32,386,357
11/03/2020 14:34,26.4,32,386,357
11/03/2020 14:36,25.6,33,386,412
11/03/2020 14:36,25.6,33,382,412
11/03/2020 14:38,25.6,33,382,412
11/03/2020 14:41,25.6,33,382,412
11/03/2020 14:44,26.2,33,382,501
11/03/2020 14:44,26.2,33,388,501
11/03/2020 14:45,26.2,33,388,501
11/03/2020 14:47,26.2,33,388,501
11/03/2020 14:49,26.8,33,388,481
11/03/2020 14:49,26.8,33,398,481
11/03/2020 14:51,26.8,33,398,481
11/03/2020 14:52,26.8,33,398,481
11/03/2020 14:54,26.8,33,398,481
11/03/2020 14:55,27,33,398,451
11/03/2020 14:55,27,33,410,451
11/03/2020 14:57,27,33,410,451
11/03/2020 14:59,27,33,410,451
11/03/2020 15:00,26.7,34,410,313
11/03/2020 15:01,26.7,34,415,313
11/03/2020 15:02,26.7,34,415,313
11/03/2020 15:04,26.7,34,415,313
11/03/2020 15:06,25,37,415,325
11/03/2020 15:07,25,37,420,325
11/03/2020 15:09,25,37,420,325
11/03/2020 15:11,25,37,420,325
11/03/2020 15:12,24.7,35,420,305
11/03/2020 15:12,24.7,35,421,305
11/03/2020 15:14,24.7,35,421,305
11/03/2020 15:15,24.7,35,421,305
11/03/2020 15:17,23.7,36,421,181
11/03/2020 15:17,23.7,36,421,181
11/03/2020 15:19,23.7,36,421,181
11/03/2020 15:22,23.7,36,421,181
11/03/2020 15:24,22.8,38,421,180
11/03/2020 15:24,22.8,38,435,180
11/03/2020 15:27,22.8,38,435,180
11/03/2020 15:29,22.8,38,435,180
11/03/2020 15:31,22,41,435,179
11/03/2020 15:31,22,41,441,179
11/03/2020 15:33,22,41,441,179
11/03/2020 15:35,22,41,441,179
11/03/2020 15:37,23.1,47,441,164
11/03/2020 15:37,23.1,47,449,164
11/03/2020 15:40,23.1,47,449,164
11/03/2020 15:42,23.1,47,449,164
11/03/2020 15:44,22.1,45,449,172
11/03/2020 15:44,22.1,45,449,172
11/03/2020 15:47,22.1,45,449,172
11/03/2020 15:49,22.1,45,449,172
11/03/2020 15:51,22.5,54,449,125
11/03/2020 15:51,22.5,54,450,125
11/03/2020 15:54,22.5,54,450,125
11/03/2020 15:56,22.5,54,450,125
11/03/2020 15:58,23.8,50,450,77
11/03/2020 15:58,23.8,50,451,77
11/03/2020 16:01,23.8,50,451,77
11/03/2020 16:04,21.2,51,451,90
11/03/2020 16:06,21.2,51,451,90
11/03/2020 16:06,21.2,51,462,90
11/03/2020 16:09,21.2,51,462,90
11/03/2020 16:11,24.6,45,462,206
11/03/2020 16:13,24.6,45,462,206
11/03/2020 16:13,24.6,45,463,206
11/03/2020 16:15,24.6,45,463,206
11/03/2020 16:18,21.7,48,463,185
11/03/2020 16:20,21.7,48,463,185
11/03/2020 16:20,21.7,48,466,185
11/03/2020 16:23,21.7,48,466,185
11/03/2020 16:25,23.8,48,466,108
11/03/2020 16:25,23.8,48,465,108
11/03/2020 16:28,23.8,48,465,108
11/03/2020 16:32,21.6,52,465,126
11/03/2020 16:32,21.6,52,472,126
11/03/2020 16:34,21.6,52,472,126
11/03/2020 16:36,21.6,52,472,126
11/03/2020 16:38,24.5,45,472,131
11/03/2020 16:38,24.5,45,476,131
11/03/2020 16:39,24.5,45,476,131
11/03/2020 16:41,24.5,45,476,131
11/03/2020 16:44,21.1,47,476,118
11/03/2020 16:46,21.1,47,476,118
11/03/2020 16:46,21.1,47,488,118
11/03/2020 16:48,21.1,47,488,118
11/03/2020 16:51,24.7,47,488,117
11/03/2020 16:52,24.7,47,488,117
11/03/2020 16:53,24.7,47,488,117
11/03/2020 16:55,24.7,47,488,117
11/03/2020 16:58,21.1,48,488,81
11/03/2020 16:58,21.1,48,490,81
11/03/2020 17:00,21.1,48,490,81
11/03/2020 17:03,23.3,51,490,75
11/03/2020 17:03,23.3,51,492,75
11/03/2020 17:05,23.3,51,492,75
11/03/2020 17:07,23.3,51,492,75
11/03/2020 17:09,22.3,42,492,71
11/03/2020 17:09,22.3,42,495,71
11/03/2020 17:12,22.3,42,495,71
11/03/2020 17:14,21.5,52,495,78
11/03/2020 17:14,21.5,52,501,78
11/03/2020 17:16,21.5,52,501,78
11/03/2020 17:19,21.5,52,501,78
11/03/2020 17:21,24.3,43,501,67
11/03/2020 17:21,24.3,43,500,67
11/03/2020 17:26,20.9,50,500,61
11/03/2020 17:26,20.9,50,500,61
11/03/2020 17:28,20.9,50,500,61
11/03/2020 17:31,20.9,50,500,61
11/03/2020 17:33,24.3,46,500,54
11/03/2020 17:33,24.3,46,501,54
11/03/2020 17:35,24.3,46,501,54
11/03/2020 17:37,24.3,46,501,54
11/03/2020 17:40,20.8,46,501,37
11/03/2020 17:40,20.8,46,500,37
11/03/2020 17:42,20.8,46,500,37
11/03/2020 17:44,20.8,46,500,37
11/03/2020 17:46,23.2,47,500,37
11/03/2020 17:46,23.2,47,501,37
11/03/2020 17:49,23.2,47,501,37
11/03/2020 17:52,22.6,40,501,37
11/03/2020 17:52,22.6,40,501,37
11/03/2020 17:54,22.6,40,501,37
11/03/2020 17:57,22.6,40,508,37
11/03/2020 18:00,22.3,53,508,37
11/03/2020 18:02,22.3,53,508,37
11/03/2020 18:02,22.3,53,505,37
11/03/2020 18:05,22.3,53,505,37
11/03/2020 18:07,23.4,43,505,37
11/03/2020 18:09,23.4,43,505,37
11/03/2020 18:09,23.4,43,505,37
11/03/2020 18:11,23.4,43,505,37
11/03/2020 18:14,21.1,54,505,37
11/03/2020 18:16,21.1,54,505,37
11/03/2020 18:16,21.1,54,513,37
11/03/2020 18:19,21.1,54,513,37
11/03/2020 18:21,24.5,40,513,37
11/03/2020 18:21,24.5,40,514,37
11/03/2020 18:24,24.5,40,514,37
11/03/2020 18:26,24.5,40,514,37
11/03/2020 18:29,20.6,55,514,37
11/03/2020 18:29,20.6,55,523,37
11/03/2020 18:31,20.6,55,523,37
11/03/2020 18:34,20.6,55,523,37
11/03/2020 18:37,25.3,43,523,37
11/03/2020 18:37,25.3,43,525,37
11/03/2020 18:39,25.3,43,525,37
11/03/2020 18:41,25.3,43,525,37
11/03/2020 18:43,20.3,49,525,37
11/03/2020 18:43,20.3,49,529,37
11/03/2020 18:46,20.3,49,529,37
11/03/2020 18:48,22.7,49,529,37
11/03/2020 18:49,22.7,49,527,37
11/03/2020 18:50,22.7,49,527,37
11/03/2020 18:52,22.7,49,527,37
11/03/2020 18:55,23.4,40,527,37
11/03/2020 18:55,23.4,40,532,37
11/03/2020 18:57,23.4,40,532,37
11/03/2020 18:59,23.4,40,532,37
11/03/2020 19:03,20.9,54,532,37
11/03/2020 19:03,20.9,54,532,37
11/03/2020 19:03,20.9,54,536,37
11/03/2020 19:06,20.9,54,536,37
11/03/2020 19:12,15.5,41,536,37
11/03/2020 19:12,15.5,41,537,37
11/03/2020 19:15,15.5,41,537,37
11/03/2020 19:17,15.5,41,537,37
11/03/2020 19:19,16.2,51,537,37
11/03/2020 19:19,16.2,51,543,37
11/03/2020 19:22,16.2,51,543,37
11/03/2020 19:24,16.7,53,543,37
11/03/2020 19:25,16.7,53,546,37
11/03/2020 19:27,16.7,53,546,37
11/03/2020 19:29,16.7,53,546,37
11/03/2020 19:32,15.8,54,546,37
11/03/2020 19:32,15.8,54,555,37
11/03/2020 19:34,15.8,54,555,37
11/03/2020 19:36,15.8,54,555,37
11/03/2020 19:38,16.5,51,555,37
11/03/2020 19:39,16.5,51,552,37
11/03/2020 19:41,16.5,51,552,37
11/03/2020 19:44,15.2,52,552,37
11/03/2020 19:44,15.2,52,560,37
11/03/2020 19:46,15.2,52,560,37
11/03/2020 19:48,15.2,52,560,37
11/03/2020 19:50,16.9,54,560,37
11/03/2020 19:50,16.9,54,562,37
11/03/2020 19:52,16.9,54,562,37
11/03/2020 19:54,16.9,54,562,37
11/03/2020 19:56,14.8,49,562,37
11/03/2020 19:56,14.8,49,565,37
11/03/2020 19:58,14.8,49,565,37
11/03/2020 20:01,14.8,49,565,37
11/03/2020 20:03,16.7,53,565,37
11/03/2020 20:03,16.7,53,567,37
11/03/2020 20:07,16.7,53,567,37
11/03/2020 20:10,14.9,48,567,37
11/03/2020 20:10,14.9,48,568,37
11/03/2020 20:12,14.9,48,568,37
11/03/2020 20:14,14.9,48,568,37
11/03/2020 20:17,16.6,53,568,37
11/03/2020 20:17,16.6,53,575,37
11/03/2020 20:19,16.6,53,575,37
11/03/2020 20:21,16.6,53,575,37
11/03/2020 20:24,14.7,47,575,37
11/03/2020 20:24,14.7,47,572,37
11/03/2020 20:26,14.7,47,572,37
11/03/2020 20:29,16.2,53,572,37
11/03/2020 20:29,16.2,53,579,37
11/03/2020 20:32,16.2,53,579,37
11/03/2020 20:34,16.2,53,579,37
11/03/2020 20:35,16.4,44,579,37
11/03/2020 20:36,16.4,44,578,37
11/03/2020 20:38,16.4,44,578,37
11/03/2020 20:41,15,51,578,37
11/03/2020 20:41,15,51,582,37
11/03/2020 20:44,15,51,582,37
11/03/2020 20:46,15,51,582,37
11/03/2020 20:48,17,51,582,37
11/03/2020 20:48,17,51,581,37
11/03/2020 20:50,17,51,581,37
11/03/2020 20:52,17,51,581,37
11/03/2020 20:54,14.9,47,581,37
11/03/2020 20:54,14.9,47,583,37
11/03/2020 20:57,14.9,47,583,37
11/03/2020 20:59,15.7,54,583,37
11/03/2020 20:59,15.7,54,585,37
11/03/2020 21:02,15.7,54,585,37
11/03/2020 21:04,16.7,51,585,37
11/03/2020 21:07,16.7,51,585,37
11/03/2020 21:07,16.7,51,583,37
11/03/2020 21:09,16.7,51,583,37
11/03/2020 21:11,15.1,47,583,37
11/03/2020 21:13,15.1,47,583,37
11/03/2020 21:13,15.1,47,587,37
11/03/2020 21:15,15.1,47,587,37
